transaction_id,date,customer_id,region,segment,product_id,category,quantity,unit_price,revenue
TXN_000085,2023-07-11,CUST_0034,North,Budget,PROD_014,Electronics,1,355.62,355.62
TXN_000086,2023-09-08,CUST_0113,South,Regular,PROD_039,Clothing,1,259.07,259.07
TXN_000087,2023-05-13,CUST_0401,East,Regular,PROD_015,Clothing,2,454.52,909.04
TXN_000088,2023-06-16,CUST_0383,South,Premium,PROD_029,Sports,1,286.37,286.37
TXN_000089,2022-05-09,CUST_0232,South,Regular,PROD_032,Electronics,1,550.36,550.36
TXN_000090,2022-04-14,CUST_0064,North,Budget,PROD_013,Books,1,336.19,336.19
TXN_000091,2022-09-18,CUST_0241,East,Premium,PROD_045,Electronics,1,184.54,184.54
TXN_000092,2022-08-14,CUST_0481,South,Premium,PROD_004,Clothing,1,113.29,113.29
TXN_000093,2022-01-22,CUST_0335,North,Regular,PROD_001,Electronics,1,347.18,347.18
TXN_000094,2023-10-16,CUST_0013,South,Regular,PROD_037,Clothing,2,313.7,627.4
TXN_000095,2022-08-18,CUST_0385,East,Regular,PROD_037,Clothing,1,302.58,302.58
TXN_000096,2022-05-13,CUST_0144,East,Regular,PROD_033,Home & Garden,2,454.81,909.61
TXN_000097,2022-04-25,CUST_0271,West,Regular,PROD_031,Home & Garden,1,296.78,296.78
TXN_000098,2022-01-13,CUST_0255,North,Regular,PROD_016,Home & Garden,1,577.28,577.28
TXN_000099,2023-05-30,CUST_0352,North,Budget,PROD_027,Clothing,1,402.25,402.25
TXN_000100,2022-10-25,CUST_0180,East,Regular,PROD_009,Clothing,1,371.73,371.73
TXN_000101,2022-11-07,CUST_0463,North,Premium,PROD_018,Beauty,2,119.71,239.42
TXN_000102,2022-02-04,CUST_0278,East,Budget,PROD_016,Home & Garden,1,573.1,573.1
TXN_000103,2023-02-16,CUST_0097,North,Budget,PROD_026,Sports,1,204.31,204.31
TXN_000104,2023-10-22,CUST_0361,North,Regular,PROD_012,Sports,1,188.96,188.96
TXN_000105,2022-05-06,CUST_0205,West,Regular,PROD_045,Electronics,2,132.77,265.53
TXN_000106,2023-09-24,CUST_0016,West,Regular,PROD_038,Home & Garden,1,296.72,296.72
TXN_000107,2022-06-19,CUST_0125,East,Regular,PROD_017,Clothing,2,148.25,296.49
TXN_000108,2022-06-13,CUST_0473,South,Regular,PROD_014,Electronics,1,409.29,409.29
TXN_000109,2023-11-15,CUST_0218,North,Regular,PROD_006,Books,1,64.34,64.34
TXN_000110,2022-03-07,CUST_0082,North,Premium,PROD_021,Books,1,376.85,376.85
TXN_000111,2023-10-14,CUST_0355,South,Regular,PROD_008,Home & Garden,1,149.7,149.7
TXN_000112,2022-01-25,CUST_0274,North,Budget,PROD_041,Books,1,46.42,46.42
TXN_000113,2022-10-05,CUST_0013,South,Regular,PROD_023,Books,1,169.53,169.53
TXN_000114,2022-04-21,CUST_0169,East,Regular,PROD_021,Books,1,486.81,486.81
TXN_000115,2023-11-07,CUST_0157,South,Budget,PROD_045,Electronics,1,192.95,192.95
TXN_000116,2023-02-13,CUST_0305,South,Regular,PROD_030,Home & Garden,1,191.32,191.32
TXN_000117,2022-11-15,CUST_0473,South,Regular,PROD_043,Beauty,2,256.0,511.99
TXN_000118,2023-09-12,CUST_0294,East,Regular,PROD_030,Home & Garden,1,234.48,234.48
TXN_000119,2023-03-30,CUST_0282,West,Regular,PROD_044,Home & Garden,2,340.57,681.15
TXN_000120,2023-09-19,CUST_0342,South,Premium,PROD_050,Sports,3,467.91,1403.74
TXN_000121,2023-12-17,CUST_0296,West,Regular,PROD_006,Books,1,84.98,84.98
TXN_000122,2023-10-06,CUST_0418,West,Premium,PROD_048,Sports,1,486.15,486.15
TXN_000123,2022-02-13,CUST_0266,East,Regular,PROD_044,Home & Garden,2,279.43,558.86
TXN_000124,2023-08-29,CUST_0187,West,Budget,PROD_015,Clothing,1,542.43,542.43
TXN_000125,2022-02-06,CUST_0067,West,Regular,PROD_026,Sports,1,183.31,183.31
TXN_000126,2022-03-14,CUST_0259,West,Regular,PROD_016,Home & Garden,1,460.25,460.25
TXN_000127,2023-02-10,CUST_0432,East,Budget,PROD_042,Home & Garden,1,167.57,167.57
TXN_000128,2022-11-24,CUST_0183,West,Budget,PROD_022,Clothing,1,138.97,138.97
TXN_000129,2022-09-26,CUST_0254,North,Regular,PROD_019,Clothing,1,386.92,386.92
TXN_000130,2022-05-22,CUST_0068,East,Premium,PROD_033,Home & Garden,2,533.08,1066.16
TXN_000131,2023-06-25,CUST_0018,East,Regular,PROD_014,Electronics,1,465.55,465.55
TXN_000132,2022-10-18,CUST_0058,West,Regular,PROD_029,Sports,1,390.9,390.9
TXN_000133,2023-09-23,CUST_0440,North,Premium,PROD_025,Clothing,1,327.18,327.18
TXN_000134,2023-12-17,CUST_0345,South,Regular,PROD_017,Clothing,1,158.87,158.87
TXN_000135,2023-09-20,CUST_0209,East,Regular,PROD_021,Books,1,478.74,478.74
TXN_000136,2022-05-13,CUST_0217,East,Regular,PROD_015,Clothing,3,478.06,1434.19
TXN_000137,2022-12-02,CUST_0011,East,Regular,PROD_013,Books,1,395.71,395.71
TXN_000138,2023-11-30,CUST_0239,North,Budget,PROD_015,Clothing,1,388.66,388.66
TXN_000139,2023-07-14,CUST_0248,East,Regular,PROD_017,Clothing,1,141.08,141.08
TXN_000140,2022-09-22,CUST_0237,West,Premium,PROD_050,Sports,1,512.61,512.61
TXN_000141,2022-09-15,CUST_0315,South,Regular,PROD_037,Clothing,2,338.85,677.69
TXN_000142,2023-08-02,CUST_0383,South,Premium,PROD_006,Books,1,64.44,64.44
TXN_000143,2022-05-11,CUST_0067,West,Regular,PROD_046,Sports,1,12.67,12.67
TXN_000144,2023-04-14,CUST_0101,West,Budget,PROD_017,Clothing,3,171.75,515.24
TXN_000145,2023-05-23,CUST_0152,East,Regular,PROD_001,Electronics,1,440.43,440.43
TXN_000146,2023-02-24,CUST_0110,North,Budget,PROD_033,Home & Garden,1,439.09,439.09
TXN_000147,2022-04-19,CUST_0119,North,Premium,PROD_027,Clothing,2,329.57,659.14
TXN_000148,2022-11-19,CUST_0262,West,Budget,PROD_011,Electronics,1,182.38,182.38
TXN_000149,2023-10-15,CUST_0252,North,Regular,PROD_007,Books,2,159.58,319.16
TXN_000150,2023-02-21,CUST_0146,South,Regular,PROD_031,Home & Garden,1,371.6,371.6
TXN_000151,2023-07-07,CUST_0103,West,Regular,PROD_010,Electronics,1,45.91,45.91
TXN_000152,2023-01-04,CUST_0275,West,Premium,PROD_041,Books,1,52.24,52.24
TXN_000153,2023-06-20,CUST_0193,North,Regular,PROD_002,Sports,1,277.74,277.74
TXN_000154,2022-08-19,CUST_0310,West,Regular,PROD_029,Sports,3,298.18,894.54
TXN_000155,2022-01-12,CUST_0054,West,Premium,PROD_035,Books,1,269.9,269.9
TXN_000156,2023-01-15,CUST_0083,North,Regular,PROD_018,Beauty,1,107.69,107.69
TXN_000157,2022-05-27,CUST_0405,East,Premium,PROD_004,Clothing,1,120.82,120.82
TXN_000158,2023-07-20,CUST_0471,North,Budget,PROD_040,Clothing,1,283.98,283.98
TXN_000159,2023-07-05,CUST_0003,East,Regular,PROD_008,Home & Garden,3,118.62,355.87
TXN_000160,2023-09-23,CUST_0014,South,Budget,PROD_035,Books,1,323.72,323.72
TXN_000161,2022-09-15,CUST_0099,South,Regular,PROD_047,Electronics,1,385.92,385.92
TXN_000162,2023-04-23,CUST_0263,East,Budget,PROD_042,Home & Garden,1,214.4,214.4
TXN_000163,2023-06-25,CUST_0365,East,Budget,PROD_013,Books,1,447.56,447.56
TXN_000164,2023-12-05,CUST_0261,North,Premium,PROD_035,Books,1,335.28,335.28
TXN_000165,2023-08-24,CUST_0297,East,Budget,PROD_025,Clothing,3,321.49,964.47
TXN_000166,2023-02-27,CUST_0188,East,Regular,PROD_021,Books,1,465.98,465.98
TXN_000167,2022-11-18,CUST_0034,North,Budget,PROD_003,Clothing,2,197.93,395.85
TXN_000168,2022-04-11,CUST_0017,North,Regular,PROD_009,Clothing,1,510.15,510.15
TXN_000169,2023-04-09,CUST_0275,West,Premium,PROD_008,Home & Garden,1,145.81,145.81
TXN_000170,2023-09-18,CUST_0191,West,Regular,PROD_034,Home & Garden,1,29.85,29.85
TXN_000171,2023-02-03,CUST_0211,North,Budget,PROD_033,Home & Garden,1,504.72,504.72
TXN_000172,2022-12-04,CUST_0130,North,Regular,PROD_025,Clothing,2,272.01,544.02
TXN_000173,2023-09-03,CUST_0255,North,Regular,PROD_021,Books,1,483.41,483.41
TXN_000174,2023-07-16,CUST_0407,North,Premium,PROD_041,Books,1,50.58,50.58
TXN_000175,2023-01-24,CUST_0426,West,Regular,PROD_011,Electronics,2,168.84,337.68
TXN_000176,2022-12-16,CUST_0217,East,Regular,PROD_023,Books,2,228.96,457.91
TXN_000177,2022-07-18,CUST_0017,North,Regular,PROD_048,Sports,1,410.51,410.51
TXN_000178,2022-11-19,CUST_0447,South,Premium,PROD_026,Sports,1,244.53,244.53
TXN_000179,2022-12-12,CUST_0370,East,Regular,PROD_034,Home & Garden,1,30.46,30.46
TXN_000180,2022-01-02,CUST_0453,North,Regular,PROD_040,Clothing,1,360.43,360.43
TXN_000181,2023-11-22,CUST_0308,East,Regular,PROD_039,Clothing,1,266.84,266.84
TXN_000182,2023-09-13,CUST_0007,East,Regular,PROD_027,Clothing,1,345.34,345.34
TXN_000183,2022-12-13,CUST_0438,West,Regular,PROD_019,Clothing,1,384.58,384.58
TXN_000184,2022-08-20,CUST_0499,South,Budget,PROD_030,Home & Garden,1,218.94,218.94
TXN_000185,2022-06-12,CUST_0420,West,Regular,PROD_003,Clothing,2,164.59,329.19
TXN_000186,2022-09-20,CUST_0327,North,Budget,PROD_003,Clothing,2,189.32,378.64
TXN_000187,2023-05-31,CUST_0251,North,Premium,PROD_045,Electronics,1,171.18,171.18
TXN_000188,2022-04-29,CUST_0168,West,Regular,PROD_009,Clothing,1,397.15,397.15
TXN_000189,2022-10-20,CUST_0038,West,Budget,PROD_016,Home & Garden,1,534.9,534.9
TXN_000190,2022-06-13,CUST_0489,East,Budget,PROD_002,Sports,1,274.03,274.03
TXN_000191,2023-11-19,CUST_0052,North,Budget,PROD_026,Sports,1,224.63,224.63
TXN_000192,2022-11-09,CUST_0060,West,Budget,PROD_050,Sports,1,399.32,399.32
TXN_000193,2023-01-08,CUST_0275,West,Premium,PROD_041,Books,1,41.23,41.23
TXN_000194,2023-05-29,CUST_0448,West,Budget,PROD_029,Sports,1,395.26,395.26
TXN_000195,2023-07-26,CUST_0409,East,Premium,PROD_016,Home & Garden,2,485.97,971.94
TXN_000196,2023-08-24,CUST_0419,North,Regular,PROD_019,Clothing,1,461.01,461.01
TXN_000197,2023-05-31,CUST_0220,West,Budget,PROD_046,Sports,1,14.29,14.29
TXN_000198,2022-12-23,CUST_0462,South,Regular,PROD_033,Home & Garden,1,386.06,386.06
TXN_000199,2023-11-17,CUST_0463,North,Premium,PROD_018,Beauty,2,145.23,290.45
TXN_000200,2022-03-25,CUST_0277,South,Regular,PROD_049,Sports,1,300.87,300.87
TXN_000201,2022-01-20,CUST_0183,West,Budget,PROD_016,Home & Garden,1,436.87,436.87
TXN_000202,2023-12-05,CUST_0238,South,Premium,PROD_046,Sports,1,16.7,16.7
TXN_000203,2022-06-25,CUST_0035,North,Regular,PROD_047,Electronics,1,434.61,434.61
TXN_000204,2022-07-05,CUST_0261,North,Premium,PROD_043,Beauty,1,280.57,280.57
TXN_000205,2022-03-10,CUST_0061,South,Premium,PROD_006,Books,1,83.23,83.23
TXN_000206,2022-09-06,CUST_0042,South,Regular,PROD_004,Clothing,1,93.69,93.69
TXN_000207,2023-07-06,CUST_0426,West,Regular,PROD_009,Clothing,2,411.69,823.39
TXN_000208,2023-04-11,CUST_0003,East,Regular,PROD_015,Clothing,1,402.63,402.63
TXN_000209,2023-05-08,CUST_0402,North,Budget,PROD_018,Beauty,1,119.95,119.95
TXN_000210,2023-12-12,CUST_0447,South,Premium,PROD_035,Books,3,374.73,1124.18
TXN_000211,2023-02-25,CUST_0064,North,Budget,PROD_019,Clothing,1,432.54,432.54
TXN_000212,2022-04-25,CUST_0444,North,Budget,PROD_025,Clothing,1,330.42,330.42
TXN_000213,2022-01-04,CUST_0449,North,Budget,PROD_033,Home & Garden,1,517.74,517.74
TXN_000214,2023-08-06,CUST_0433,South,Regular,PROD_001,Electronics,1,432.38,432.38
TXN_000215,2022-01-25,CUST_0409,East,Premium,PROD_017,Clothing,2,197.25,394.5
TXN_000216,2023-07-13,CUST_0160,South,Regular,PROD_037,Clothing,1,350.44,350.44
TXN_000217,2023-12-31,CUST_0063,East,Regular,PROD_049,Sports,1,326.47,326.47
TXN_000218,2022-06-04,CUST_0434,North,Budget,PROD_019,Clothing,1,426.94,426.94
TXN_000219,2022-06-09,CUST_0067,West,Regular,PROD_032,Electronics,1,409.58,409.58
TXN_000220,2022-12-19,CUST_0123,South,Regular,PROD_026,Sports,1,264.97,264.97
TXN_000221,2022-06-11,CUST_0452,East,Regular,PROD_030,Home & Garden,1,178.75,178.75
TXN_000222,2022-03-24,CUST_0316,South,Regular,PROD_017,Clothing,2,145.58,291.15
TXN_000223,2023-07-17,CUST_0150,South,Premium,PROD_013,Books,1,353.19,353.19
TXN_000224,2023-03-09,CUST_0405,East,Premium,PROD_027,Clothing,2,372.68,745.35
TXN_000225,2022-08-20,CUST_0431,North,Regular,PROD_008,Home & Garden,1,156.19,156.19
TXN_000226,2023-01-14,CUST_0461,North,Premium,PROD_030,Home & Garden,1,181.39,181.39
TXN_000227,2023-01-31,CUST_0354,North,Regular,PROD_007,Books,1,168.92,168.92
TXN_000228,2022-09-04,CUST_0003,East,Regular,PROD_015,Clothing,1,466.42,466.42
TXN_000229,2022-04-17,CUST_0005,East,Regular,PROD_034,Home & Garden,1,25.43,25.43
TXN_000230,2022-07-13,CUST_0086,East,Regular,PROD_030,Home & Garden,1,222.22,222.22
TXN_000231,2022-12-13,CUST_0316,South,Regular,PROD_032,Electronics,1,528.03,528.03
TXN_000232,2023-02-02,CUST_0405,East,Premium,PROD_038,Home & Garden,1,269.73,269.73
TXN_000233,2023-12-12,CUST_0062,West,Budget,PROD_007,Books,2,167.35,334.7
TXN_000234,2023-07-16,CUST_0307,North,Regular,PROD_008,Home & Garden,2,143.92,287.85
TXN_000235,2023-03-27,CUST_0062,West,Budget,PROD_042,Home & Garden,2,220.85,441.7
TXN_000236,2023-02-17,CUST_0051,East,Premium,PROD_008,Home & Garden,1,126.1,126.1
TXN_000237,2023-02-21,CUST_0290,South,Budget,PROD_042,Home & Garden,2,154.47,308.94
TXN_000238,2023-12-04,CUST_0298,South,Regular,PROD_034,Home & Garden,1,30.22,30.22
TXN_000239,2022-06-03,CUST_0372,North,Budget,PROD_045,Electronics,1,189.76,189.76
TXN_000240,2023-06-25,CUST_0222,West,Premium,PROD_044,Home & Garden,3,310.63,931.88
TXN_000241,2023-03-08,CUST_0079,East,Premium,PROD_007,Books,2,151.33,302.65
TXN_000242,2022-07-05,CUST_0210,North,Regular,PROD_040,Clothing,1,266.18,266.18
TXN_000243,2023-08-13,CUST_0152,East,Regular,PROD_044,Home & Garden,1,362.13,362.13
TXN_000244,2023-03-03,CUST_0079,East,Premium,PROD_021,Books,2,461.14,922.29
TXN_000245,2022-09-28,CUST_0479,West,Budget,PROD_018,Beauty,1,127.33,127.33
TXN_000246,2023-04-18,CUST_0410,East,Budget,PROD_042,Home & Garden,1,212.84,212.84
TXN_000247,2023-04-09,CUST_0308,East,Regular,PROD_010,Electronics,1,57.15,57.15
TXN_000248,2022-07-15,CUST_0227,East,Budget,PROD_031,Home & Garden,1,304.93,304.93
TXN_000249,2023-09-28,CUST_0322,North,Premium,PROD_018,Beauty,1,129.55,129.55
TXN_000250,2022-12-03,CUST_0028,East,Budget,PROD_040,Clothing,1,263.56,263.56
TXN_000251,2022-08-24,CUST_0024,West,Regular,PROD_045,Electronics,3,179.29,537.87
TXN_000252,2023-06-13,CUST_0240,North,Budget,PROD_002,Sports,2,279.18,558.36
TXN_000253,2022-04-02,CUST_0293,South,Regular,PROD_034,Home & Garden,3,29.45,88.36
TXN_000254,2022-09-09,CUST_0109,North,Premium,PROD_001,Electronics,3,327.44,982.32
TXN_000255,2023-05-31,CUST_0406,South,Regular,PROD_044,Home & Garden,1,288.05,288.05
TXN_000256,2023-12-11,CUST_0157,South,Budget,PROD_044,Home & Garden,1,379.82,379.82
TXN_000257,2022-04-19,CUST_0076,North,Budget,PROD_033,Home & Garden,1,416.36,416.36
TXN_000258,2023-03-29,CUST_0463,North,Premium,PROD_028,Clothing,2,237.6,475.2
TXN_000259,2023-05-20,CUST_0280,South,Budget,PROD_043,Beauty,1,285.05,285.05
TXN_000260,2022-04-26,CUST_0010,South,Regular,PROD_045,Electronics,3,137.41,412.23
TXN_000261,2023-10-24,CUST_0257,West,Regular,PROD_002,Sports,1,251.08,251.08
TXN_000262,2023-07-25,CUST_0494,South,Regular,PROD_021,Books,1,489.1,489.1
TXN_000263,2022-10-28,CUST_0321,North,Regular,PROD_011,Electronics,1,231.29,231.29
TXN_000264,2022-05-26,CUST_0306,East,Budget,PROD_016,Home & Garden,1,473.99,473.99
TXN_000265,2023-03-23,CUST_0005,East,Regular,PROD_023,Books,1,239.05,239.05
TXN_000266,2022-05-19,CUST_0266,East,Regular,PROD_031,Home & Garden,2,305.24,610.48
TXN_000267,2022-12-29,CUST_0160,South,Regular,PROD_003,Clothing,3,172.12,516.37
TXN_000268,2023-02-14,CUST_0238,South,Premium,PROD_002,Sports,3,248.17,744.51
TXN_000269,2022-01-26,CUST_0162,South,Regular,PROD_034,Home & Garden,2,36.48,72.95
TXN_000270,2023-03-15,CUST_0233,West,Regular,PROD_036,Home & Garden,1,257.65,257.65
TXN_000271,2022-05-12,CUST_0488,West,Regular,PROD_010,Electronics,1,57.27,57.27
TXN_000272,2022-06-30,CUST_0272,East,Budget,PROD_046,Sports,3,12.05,36.15
TXN_000273,2023-07-11,CUST_0134,South,Premium,PROD_042,Home & Garden,1,224.37,224.37
TXN_000274,2023-06-22,CUST_0182,North,Premium,PROD_003,Clothing,1,149.12,149.12
TXN_000275,2023-06-01,CUST_0335,North,Regular,PROD_012,Sports,1,179.05,179.05
TXN_000276,2022-04-21,CUST_0141,West,Regular,PROD_041,Books,2,46.24,92.47
TXN_000277,2023-04-11,CUST_0026,South,Regular,PROD_040,Clothing,1,258.88,258.88
TXN_000278,2022-05-14,CUST_0444,North,Budget,PROD_009,Clothing,1,480.77,480.77
TXN_000279,2022-11-08,CUST_0453,North,Regular,PROD_015,Clothing,1,380.98,380.98
TXN_000280,2022-11-05,CUST_0289,West,Regular,PROD_007,Books,3,162.0,486.0
TXN_000281,2023-07-21,CUST_0250,South,Premium,PROD_050,Sports,1,424.59,424.59
TXN_000282,2022-11-12,CUST_0404,North,Budget,PROD_011,Electronics,1,226.96,226.96
TXN_000283,2022-01-14,CUST_0292,North,Budget,PROD_045,Electronics,3,160.84,482.51
TXN_000284,2023-06-07,CUST_0020,West,Regular,PROD_036,Home & Garden,2,178.06,356.11
TXN_000285,2023-06-24,CUST_0015,East,Regular,PROD_026,Sports,3,207.76,623.29
TXN_000286,2022-07-16,CUST_0360,North,Regular,PROD_021,Books,1,475.17,475.17
TXN_000287,2022-11-21,CUST_0253,North,Premium,PROD_027,Clothing,2,352.18,704.37
TXN_000288,2023-05-22,CUST_0310,West,Regular,PROD_019,Clothing,1,537.39,537.39
TXN_000289,2022-03-06,CUST_0270,North,Regular,PROD_048,Sports,1,491.53,491.53
